Code article,Désignation,Marque,Modèle,Couleur,Nom fournisseur,Famille,سعر الشراء,Detail - القطاعي - LYD - Lybia,Gros -  الجملة - LYD - Lybia,النوع, مخزن 11 يونيو,مخزن السراج,جنزور
MT30017,خلاط شطاف مع شطاف كروم,سانيتاري ويرز,,كروم,دار الخزف للمواد الصحية (11 يونيو),خلاط شطاف,145,220,180,,0,0,0
MD20032,خلاط دوش كروم,سانيتاري ويرز,EKOL RT001,كروم,شركة البهراء العالمية الحديثة,خلاط دوش,79,140,105,,0,0,0
MT30070,خلاط شطاف كروم,نيوأرك,LOFT 9510410CM,كروم,مجموعة الخليج,خلاط شطاف,125,200,160,دائري,0,0,0
MD20059,خلاط دوش كروم,سانيتاري ويرز,AIHOM CZ445003CP,كروم,تولين للبضائع الأوروبية,خلاط دوش,200,300,250,,0,0,0
ARSB80155,شطاف ضغط مربع مع طوبو أسود,سانيتاري ويرز,,أسود,دار الخزف للمواد الصحية (11 يونيو),شطاف,28,80,40,مربع,0,0,0
ARSB80157,شطاف ظغط دائري مع طوبو كروم,سانيتاري ويرز,EURODOCCIA,كروم,  شركة أجياد ليبيا ,شطاف,27,50,40,دائري,0,0,0
ARSB80160,شطاف ظغط مع طوبو كروم,فيرمر,YLNGLB34-3,كروم,شركة لمسات البناء,شطاف,23.5,90,35,دائري,0,0,0
ARSB80162,شطاف ظغط مربع مع طوبو ذهبي,سانيتاري ويرز,FIDAR,ذهبي,شركة العامر لإستيراد مواد البناء و الصحية,شطاف,36,70,50,مربع,0,0,0
ARSB80163,شطاف ظغط مربع مع طوبو كروم,سانيتاري ويرز,FIDAR,كروم,شركة العامر لإستيراد مواد البناء و الصحية,شطاف,29,60,41,مربع,0,0,0
ARSB80164,سماعة دوش مع طوبو كروم,سانيتاري واير,BOSINI SH-01,كروم,دار الخزف للمواد الصحية (11 يونيو),سماعة دوش,25,50,35,دائري,0,0,0
ARSB80167,سماعة دوش مع طوبو كروم,سانيتاري واير,OZBEST,كروم,مجموعة الخليج,سماعة دوش,18,45,28,دائري,0,0,0
ARSB80173,سماعة دوش مع طوبو أسود,ليفرنو هوم,,أسود,تولين للبضائع الأوروبية,سماعة دوش,35,120,50,دائري,0,0,0
MT30020,خلاط شطاف مع شطاف أسود,ليمكس,LY-2270-B,أسود,شركة اعمار الجديد,خلاط شطاف,175,260,220,مربع,0,0,0
ML10101,خلاط حوض وجه كروم,سانيتاري واير,8019,كروم,شركة العامر لإستيراد مواد البناء و الصحية,خلاط حوض وجه,73,110,90,,0,0,0
ARSB80381,كسكاس دوش دائري 250 مم كروم,سانيتاري ويرز,,كروم,دار الخزف للمواد الصحية (11 يونيو),كسكاس دوش,65,120,85,دائري,0,0,0
ARSB80383,كسكاس دوش مربع 300*300 مم كروم,سانيتاري ويرز,SASSI PIERO,كروم,مجموعة العربي,كسكاس دوش,300,420,370,مربع,0,0,0
ARSB80384,كسكاس دوش دائري 200 مم مع قصبة كروم,موباكس,DAS-595,كروم,دار الخزف للمواد الصحية (11 يونيو),كسكاس دوش,79,130,105,دائري,0,0,0
ARSB80386,كسكاس دوش دائري 300 مم ذهبي,سانيتاري ويرز,W103K,ذهبي,شركة لمسات البناء,كسكاس دوش,48,100,65,دائري,0,0,0
ARSB80389,سماعة دوش مع طوبو كروم,سانيتاري ويرز,MCS60133,كروم,دار الخزف للمواد الصحية (11 يونيو),سماعة دوش,39.75,80,55,مربع,0,0,0
ARSB80392,مصب دوش مع تحويلة أسود,ليمكس,LY-4006,أسود,دار الخزف للمواد الصحية (11 يونيو),مصب دوش,88.75,150,115,مربع,0,0,0
ARSB80341,مصب دوش بدون تحويلة كروم,شيزا,48456,كروم,  شركة أجياد ليبيا ,مصب دوش,79.615,120,105,مربع,1,-1,0
ARSB80345,مصب دوش بدون تحويلة متحرك كروم,سانيتاري ويرز,VIGAROO SP80011,كروم,شركة أركان العمارة,مصب دوش,145,220,180,مربع,0,0,0
ALVM50031,سيفون حوض الوجه كروم,سانيتاري ويرز,JR079-49ZINC-SQ,كروم,دار الخزف للمواد الصحية (11 يونيو),سيفون حوض الوجه,75,160,110,مربع,0,0,0
ALVM50032,سيفون حوض الوجه كروم,سانيتاري ويرز,Modemes Design,كروم,شركة المضمونة للبناء,سيفون حوض الوجه,78,120,100,مربع,0,0,0
MT30071,خلاط شطاف مع شطاف ذهبي,نابولي,VESUN 9000ZG,ذهبي,دار الخزف للمواد الصحية (11 يونيو),خلاط شطاف,85,140,110,,0,0,0
ARSB80178,مخرج شطاف مع علاق كروم,سانيتاري ويرز,I.DOWAS 1108a,كروم,شركة المضمونة للبناء,مخرج شطاف,55,90,75,مربع,0,0,0
ART0005,مصب دوش مع تحويلة كروم,رايمر,91MD,كروم,شركة آفاق المتحدة لإستيراد مواد البناء,مصب دوش,215,430,390,دائري,0,0,0
ART0008,كسكاس دوش دائري 200*200 مم كروم,رايمر,,كروم,شركة آفاق المتحدة لإستيراد مواد البناء,كسكاس دوش,95,150,120,دائري,0,0,0
ART0009,مخرج شطاف مربع بالعلاقة كروم,رايمر,,كروم,شركة آفاق المتحدة لإستيراد مواد البناء,مخرج شطاف,95,150,120,مربع,0,0,0
ARSB80394,قصبة دوش 28 سم كروم,فينوس,,كروم,شركة لمسات البناء,قصبة دوش,26,50,38,مستطيل,0,0,0
ARSB80198,مصب دوش مع تحويلة كروم,أنكا,ANKA ANK-1011,كروم,دار الخزف للمواد الصحية (11 يونيو),مصب دوش,78,110,85,دائري,0,0,0
ALVM50393,رأس سيفوني رخامي,سانيتاري ويرز,,رخامي,دار الخزف للمواد الصحية (11 يونيو),رأس سيفوني,29,65,43,مربع,0,0,0
ALVM50395,رأس سيفوني كروم,سانيتاري ويرز,,كروم,دار الخزف للمواد الصحية (11 يونيو),رأس سيفوني,49,85,65,دائري,0,0,0
PE30088,سيكه فلكس مزود 600مل,تركواز سيراستايل,,,مجموعة بن عمر BEN AMOR Group,استوك,65,85,85,,0,0,0
ALVM50036,رأس سيفوني كروم,بوسيني,D-88,كروم,دار الخزف للمواد الصحية (11 يونيو),رأس سيفوني,17,40,27,دائري,0,0,0
AASB30022,حاملة ورق ناعم كروم,سانيتاري ويرز,2668,كروم,دار الخزف للمواد الصحية (11 يونيو),اكسسوارات,55,90,75,,0,0,0
AASB30040,مجفف شعر أبيض,جي اف مارك,889,أبيض,  شركة أجياد ليبيا ,اكسسوارات,110,180,140,حائطي,0,0,0
AASB30046,موزع ورق منظف كلينكس أبيض,سانيتاري ويرز,C2 W,أبيض,شركة لمسات البناء,اكسسوارات,49,90,75,حائطي,0,0,0
AASB30050,صابونية ذهبي,بريمكس,6100K-69,ذهبي,دار الخزف للمواد الصحية (11 يونيو),اكسسوارات,70,120,95,حائطي,0,0,0
AASB30063,صابونية كروم,ونكو,BOSIO SHINE,كروم,تولين للبضائع الأوروبية,اكسسوارات,18.75,50,35,دائري,0,0,0
AASB30068,حاملة فرشاة أسنان زوجية كروم,ونكو,BOSIO SHINE,كروم,تولين للبضائع الأوروبية,اكسسوارات,33.75,60,40,دائري,0,0,0
AASB30070,موزع صابون سائل كروم,ونكو,PUERTO RICO,كروم,تولين للبضائع الأوروبية,اكسسوارات,24,50,35,دائري,0,0,0
AASB30081,حاملة فرشاة أسنان كروم,KBM,3112,كروم,مجموعة الخليج,اكسسوارات,35,75,52,مربع,0,0,0
AASB30082,حاملة ورق ناعم أسود,سانيتاري ويرز,2668,أسود,مجموعة الخليج,اكسسوارات,30,60,50,دائري,0,0,0
AASB30086,صابونية كروم,KBM,4017,كروم,مجموعة الخليج,اكسسوارات,35,75,50,دائري,0,0,0
AASB30087,حاملة فرشاة أسنان كروم,KBM,4015,كروم,مجموعة الخليج,اكسسوارات,35,75,52,دائري,0,0,0
AASB30089,حاملة فرشاة أسنان كروم,سانيتاري ويرز,AVATAR,كروم مطفي,نوكسي تركيا,اكسسوارات,35,75,52,مربع,0,0,0
AASB30091,حاملة ورق ناعم كروم,KBM,3102/1,كروم,مجموعة الخليج,اكسسوارات,40,70,60,دائري,0,0,0
AASB30093,رف زاوية زوجي زجاجي كروم,جي اف مارك,3524-2Y,كروم,شركة المتخصص الليبي,اكسسوارات,135,210,170,زوجي,0,0,0
AASB30097,حاملة منظفات زوجي كروم,سانيتاري ويرز,,كروم,تولين للبضائع الأوروبية,اكسسوارات,30,60,42,مربع,0,0,0
AASB30098,موزع صابون ابيض,سانيتاري ويرز,202B WHITE,أبيض,شركة لمسات البناء,اكسسوارات,36,70,50,حائطي,0,0,0
AASB30099,موزع صابون أسود,سانيتاري ويرز,202C BLACK,أسود,شركة لمسات البناء,اكسسوارات,38,75,50,حائطي,0,0,0
AASB30100,موزع صابون أسود,ونكو,24589100,أسود,تولين للبضائع الأوروبية,اكسسوارات,20,50,35,حائطي,0,0,0
AASB30101,موزع صابون ابيض,ونكو,24588100,أبيض,تولين للبضائع الأوروبية,اكسسوارات,20,50,35,حائطي,0,0,0
AASB30102,موزع صابون كروم,ونكو,24587100,كروم,تولين للبضائع الأوروبية,اكسسوارات,20,50,35,حائطي,0,0,0
AASB30108,فرشاة تنظيف مرحاض كروم,سانيتاري ويرز,KW06,كروم,دار الخزف للمواد الصحية (11 يونيو),اكسسوارات,45,65,50,مربع,0,0,0
AASB30109,فرشاة تنظيف مرحاض كروم,سانيتاري ويرز,2671,كروم,دار الخزف للمواد الصحية (11 يونيو),اكسسوارات,90,150,115,مربع,0,0,0
ML10110,خلاط حوض وجه كروم,بالمو,SG19164-2,كروم,مجموعة الشريف,خلاط حوض وجه,73.5,150,120,مربع,0,0,0
MT30111,خلاط شطاف مع شطاف كروم,بالمو,SG19164-12,كروم,مجموعة الشريف,خلاط شطاف,62,130,90,مربع,0,0,0
MD20112,خلاط دوش كروم,بالمو,SG19164-1,كروم,برستيج لإستيراد المواد الصحية,خلاط دوش,84,170,120,مربع,0,0,0
ART0017,وصلة مسطرة دوش50سم ,فينوس,,كروم,شركة لمسات البناء,طوبو دوش,12,30,20,,0,0,0
AASB30113,فرشة مرحاض كروم,ونكو,ELEGANCE,كروم,تولين للبضائع الأوروبية,اكسسوارات,33.75,120,90,دائري,0,0,0
AASB30116,حاملة منظفات زوجي كروم,سانيتاري ويرز,BAATH,كروم,تولين للبضائع الأوروبية,اكسسوارات,30,60,42,مربع,0,0,0
AASB30117,حاملة منظفات زوجي كروم,فينوس,VE-35,كروم,شركة لمسات البناء,اكسسوارات,75,120,100,دائري,0,0,0
AASB30120,صابونية أسود,ونكو,BOSIO BLACK,أسود,تولين للبضائع الأوروبية,اكسسوارات,18.75,60,45,مربع,0,0,0
ART0021,خلاط حوض المطبخ شجرة كروم,فينوس,SVS2,كروم مطفي,شركة لمسات البناء,خلاط حوض المطبخ شجرة,110,220,180,,0,0,0
ART0026,حاملة فوط كروم,فينوس,SA-02,كروم,شركة لمسات البناء,اكسسوارات,73,120,95,مربع,0,0,0
ART0032,سماعة دوش مع طوبو كروم,فينوس,HSS422,كروم,شركة لمسات البناء,سماعة دوش,49.47,85,60,دائري,0,0,0
ART0034,سماعة دوش مع طوبو كروم,فينوس,,كروم,شركة لمسات البناء,سماعة دوش,46,75,60,دائري,0,0,0
ART0035,سماعة دوش مع طوبو كروم,فينوس,1520,كروم,شركة لمسات البناء,سماعة دوش,48,75,60,دائري,0,0,0
ARSB80036,سماعة دوش مع طوبو كروم,بريمكس,SR536D,كروم,شركة لمسات البناء,سماعة دوش,68,110,90,مربع,0,0,0
MC10038,سرفنتينة 15 سم * 15 سم كروم ,فينوس,F609 SATIN,كروم,شركة لمسات البناء,مجرى,58,90,75,مربع,0,0,0
AASB30122,رف فردي 50 سم ,جي اف مارك,3511-1Y,كروم,شركة المتخصص الليبي,اكسسوارات,75,120,100,فردي,0,0,0
PS20123,علاقة ملابس ثلاثية كروم,KBM,4033,كروم,مجموعة الخليج,علاقة مناشف,57.5,90,75,معلق,0,0,0
PS20126,علاقة ملابس سداسية,سانيتاري ويرز,,كروم,  شركة أجياد ليبيا ,علاقة مناشف,12,25,20,معلق,0,0,0
CD40036,مسطرة دوش زوجية كروم,فينوس,TOP3301,كروم,شركة لمسات البناء,مسطرة دوش,225,350,290,,0,0,0
CD40037,مسطرة دوش زوجية كروم,فينوس,TOP3302,كروم,شركة لمسات البناء,مسطرة دوش,221.625,350,290,مستطيل,0,0,0
ART0038,طوبو شطاف 120 سم كروم,فينوس,,كروم,شركة لمسات البناء,طوبو شطاف,18,45,45,,0,0,0
PS20127,علاقة ملابس رباعية,سانيتاري ويرز,,كروم,دار الخزف للمواد الصحية (11 يونيو),علاقة مناشف,10,25,15,معلق,0,0,0
PS20129,علاقة مناشف كروم,سانيتاري ويرز,,كروم,دار الخزف للمواد الصحية (11 يونيو),علاقة مناشف,25,50,35,معلق,0,0,0
AASB30131,رف زجاجي كروم,بلوميس,AREO,كروم,تولين للبضائع الأوروبية,اكسسوارات,80,130,100,دائري,0,0,0
PS20136,علاقة مناشف أسود,ديكسا,A.1735.S,أسود,نوكسي تركيا,علاقة مناشف,85,135,105,مربع,0,0,0
AASB30137,صابونية أسود,ديكسا,1703.S,أسود,نوكسي تركيا,اكسسوارات,60,95,80,مربع,0,0,0
AASB30138,حاملة فرشاة أسنان أسود,ديكسا,1704.S,أسود,نوكسي تركيا,اكسسوارات,60,100,80,مربع,0,0,0
PS20142,علاقة مناشف أسود,سانيتاري ويرز,MILET 37006-K,أسود,نوكسي تركيا,علاقة مناشف,65,110,90,مربع,0,0,0
AASB30143,مسند لكبار السن كروم,ونكو,SECURA,كروم,تولين للبضائع الأوروبية,اكسسوارات,40,80,55,,0,0,0
AASB30145,حاملة فوط كروم,KBM,3118,كروم,مجموعة الخليج,اكسسوارات,36,70,50,حائطي,0,0,0
AASB30146,حاملة فوط كروم,KBM,4022,كروم,مجموعة الخليج,اكسسوارات,40,70,50,مربع,0,0,0
AASB30147,حاملة فوط كروم,KBM,204008,كروم,مجموعة الخليج,اكسسوارات,31,70,50,مربع,0,0,0
AASB30152,حاملة فوط كروم,سانيتاري ويرز,Kairo chrom,كروم,تولين للبضائع الأوروبية,اكسسوارات,40,70,55,مربع,0,0,0
AASB30153,حاملة فوط أسود,سانيتاري ويرز,MILET 37007-K,أسود,نوكسي تركيا,اكسسوارات,65,85,110,دائري,0,0,0
AASB30156,حاملة فوط كروم,سانيتاري ويرز,NEPTUN,كروم,نوكسي تركيا,اكسسوارات,40,70,55,دائري,0,0,0
