id,proforma_id,product_code,product_name,qty,unit_price,line_total
ab5a0628-44bb-2d07-c7a8-f9ac357ba218,aadd931f-08ec-f3a7-5916-274a4194f4eb,ML10017,خلاط حوض وجه كروم,6,230.000,1380.000
7dac1228-81e6-7cab-f378-1ea701e93778,aefad67c-02db-ff0d-8b22-b5001f9a54ce,ML10495,خلاط حوض وجه كروم,90,480.000,43200.000
3375c714-1970-cab0-6891-3c8172fb4fba,aefad67c-02db-ff0d-8b22-b5001f9a54ce,CE10498,سخانة 50 لتر,45,650.000,29250.000
6bf82e4a-7965-f409-776b-0f5935e3e19b,42b879cf-0835-c715-c4ed-dc03c5e87243,PSB10826,حوض وجه مع دولاب حمام مع مراية مضيئة -80 سم,1,1170.000,1170.000
8b9b0073-256c-dce1-5424-1c72f6bb8ea8,42b879cf-0835-c715-c4ed-dc03c5e87243,PSB10398,حوض وجه مع دولاب حمام مع مراية -65سم,1,750.000,750.000
3bfe08f3-27a6-ea17-50c4-4135c40d9cf8,42b879cf-0835-c715-c4ed-dc03c5e87243,PD20458,حاجز دوش 8 مم  مخطط 90*190  سم أسود,1,600.000,600.000
d1d903d8-5523-fe0f-cb8f-275f58695587,42b879cf-0835-c715-c4ed-dc03c5e87243,PD20435,حاجز دوش 10 مم اطار كروم مضبب100  سم,1,725.000,725.000
562cff62-5ba2-bdcc-14cf-974afe253838,42b879cf-0835-c715-c4ed-dc03c5e87243,WS10431,مقعد معلق رايملس أبيض,3,550.000,1650.000
bc79fcaf-0044-6dd6-e8cc-08cbb36ae274,42b879cf-0835-c715-c4ed-dc03c5e87243,ARSB80431,كسكاس دوش مربع  300*300 مم كروم مع قصبة,3,450.000,1350.000
a4b32416-bcde-e090-f76b-75d1ddc16a53,42b879cf-0835-c715-c4ed-dc03c5e87243,ARSB80141,مصب دوش قصير بتحويلة كروم,3,380.000,1140.000
6ba8cc33-8f85-251f-e15e-1f5c79c2e81d,42b879cf-0835-c715-c4ed-dc03c5e87243,ARSB80451,سماعة دوش مع طوبو كروم,3,220.000,660.000
3f5e93a6-1fe2-7b70-6a25-52418c3c37b6,42b879cf-0835-c715-c4ed-dc03c5e87243,ARSB80433,مخرج شطاف مع علاق كروم,3,150.000,450.000
bc343abc-5771-5f4c-188c-d80b9e283ce5,42b879cf-0835-c715-c4ed-dc03c5e87243,ARSB80040,شطاف ظغط مربع مع طوبو كروم,3,240.000,720.000
61fc195e-600a-de65-9d3b-90deafb98965,42b879cf-0835-c715-c4ed-dc03c5e87243,LG40199,حوض وجه برسلين مشطوف مع رف 80 سم,1,750.000,750.000
c9c0438d-1e76-b5cd-27c3-abed70dce0a7,42b879cf-0835-c715-c4ed-dc03c5e87243,EG30770,حوض مطبخ جرانيت أسود  100*50,1,550.000,550.000
c8d7ee1c-a60e-9e25-6c51-b6587c56f7a5,42b879cf-0835-c715-c4ed-dc03c5e87243,CE10007,سخانة 80 لتر,3,430.000,1290.000
31aacb48-fdb6-4191-5e9c-b9597561d6e1,d1f60bc2-1e73-3872-da6a-7e66c4a37808,RA30058,"وصلة 4""",4,30.000,120.000
f5b95c18-e3bc-d84f-5364-ad92fe5d9888,d1f60bc2-1e73-3872-da6a-7e66c4a37808,MDE50045,خلاط دوش مدفون كروم,2,700.000,1400.000
