Code article,Désignation,Marque,Modèle,Detail - القطاعي - LYD - Lybia,P.A HT
PA30411,عجلة باب سحاب رقم 100,الشركة العالمية للتصدير و الإستيراد,,35.0,24.5
PE30414,مقص بي بي ار,الشركة العالمية للتصدير و الإستيراد,,15.0,6.75
PE30415,مقص بي بي ار,الشركة العالمية للتصدير و الإستيراد,B 105,15.0,7.5
PA30430,ڨوانطي,فندر,,9.0,4.25
PA30437,خيط تعليم,اي بي سي,AC18515,12.0,6.75
PA30452,ڨوانطي محبب,الشركة التونسية للمواد الصحية,,3.0,1.25
PA30461,رأس سخانة بدون ترمستاتة,الشركة العالمية للتصدير و الإستيراد,,40.0,29.5
PE30468,كولة رخام 750 مل فازلين شفافة,الشركة العالمية للتصدير و الإستيراد,GeneralKoll,55.0,39.5
PA30486,قطاعة 250 مم رقم 10,اي بي سي,AC19076,22.0,14.5
PA30525,موس منشار 12'' 300 مم (3 قطع),فندر,191573,10.0,5.5
PE30591,مشمع ثقيل 6 * 7,الشركة العالمية للتصدير و الإستيراد,,95.0,65.0
RA20597,"فلفلة باب 1"" سن داخلي",الشركة العالمية للتصدير و الإستيراد,,55.0,29.0
PA30615,قفل باب سحاب 40 مم,الشركة العالمية للتصدير و الإستيراد,447/PB,95.0,67.0
PA30616,قفل باب سحاب 30 مم,الشركة العالمية للتصدير و الإستيراد,447/S,93.0,66.0
PA30618,قفل درج 22 مم,الشركة العالمية للتصدير و الإستيراد,,5.0,3.25
ARSB80019,مخرج شطاف كروم,توريما,0182711-T41,430.0,65.0
ARSB80168,سماعة دوش مع طوبو أسود,ليمكس,LY2189S,145.0,185.0
RA30080,طوبو1'' (1 متر),الرطيل,جي أم GM,10.0,3.667
RA30082,طوبو1.5'' (1 متر),الرطيل,جي أم GM,11.0,4.667
RA20085,طوبو4''(1) متر,الرطيل,جي أم GM,20.0,13.0
ART0016,طوبو دوش 200سم كروم,فينوس,SH-200,55.0,31.0
PA30016,مفتاح بيبة رقم15مم,الشركة العالمية للتصدير و الإستيراد,AC18693,12.0,6.5
PA30057,متر 5م,ABC,,18.0,11.5
MC10091,مجرى خارجي 50 سم *13 سم كروم,ستار سانيتار,,240.0,158.0
VS10113,حوض وجه معلق - يمين -80 * 35 سم,تركواز سيراستايل,SHARP,590.0,392.85
PS20760,علاقة مناشف,سانيتاري ويرز,6-133,70.0,35.0
ARSB80357,سماعة دوش مع طوبو ذهبي,سلارنو,SS-09,75.0,25.5
RE10218,حنفية حوض المطبخ شجرة كروم,سانيتاري ويرز,SALERNO,30.0,13.75
ARSB80251,سماعة دوش مع طوبو ذهبي,توريما,1372-010,340.0,205.0
MC10288,مانع رائحة كروم,سانيتاري ويرز,,25.0,8.25
WP20587,مقعد أرضي ملحوم أسود,ب.أمور,SH-295B,950.0,615.0
WS10594,مقعد معلق تورنيدو أبيض,ب.أمور,SH-035,700.0,405.0
VS10597,حوض وجه معلق أبيض -60سم,ب.أمور,SH-8604,430.0,215.0
AM40691,مراية دولاب حمام 80 سم,بن أمور,T305-8046,400.0,200.0
PE30789,برايمر كالي 5كجم,kalekim,العازل,120.0,100.0
RFP1374,"فسيبلي "" 1/2 أنثى * ""1/2 أنثى 30سم",توريما,ايطالي,20.0,10.75
AETS20378,تفلون سائل 15ml,سانيتاري ويرز,,15.0,6.9
ARSB85499,رشاش دوش ذهبي,اي ار بي,9075,200.0,105.0
MDE50399,خلاط دوش مدفون كروم,ARB,KLDI621LYC00,450.0,285.0
MTE60400,خلاط شطاف مدفون كروم,ARB,KIDI120LYC00,260.0,160.0
ARSB80453,كسكاس دوش دائري 300 مم كروم,فينوس,UTR12,140.0,75.66
ARSB80473,قصبة دوش 35 سم كروم,فينوس,SAR15,140.0,89.24
AASB30413,حاملة فوط كروم,فينوس,GR-02,100.0,64.02
ML30398,مرايا حمام مع إضاءة لد مع بخار 60 اطار ذهبي,سانيتاري ويرز,L804,350.0,218.25
ARSB80442,شطاف ضغط مع طوبو كروم,سانيتاري ويرز,NONAS,95.0,41.71
PA30425,نايلو تغليف,سانيتاري واير,,50.0,38.5
ELC1413,مطول كهرباء 4مدخل 5متر,الشركة العالمية للتصدير و الإستيراد,,50.0,30.5
PA30416,فيتي 3.5 * 40 (1كيلوا),الشركة العالمية للتصدير و الإستيراد,,20.0,12.5
PA30417,سرية بونتة خشب,الشركة العالمية للتصدير و الإستيراد,,18.0,8.25
AASB30427,رف زاوية زوجي ذهبي,ليسو,wl-6,200.0,115.0
SA10809,طقم اكسسوار أسود الامونيوم,ليسو,18B-079,260.0,145.0
PA30424,متر 5م,فندر,,15.0,8.0
MC10439,غطاء غرفة تفتيش 60*60 فايبر اسود,ستار سانيتار,,75.0,63.0
MC10440,غطاء غرفة تفتيش 80*80 فايبر اسود,ستار سانيتار,,220.0,175.0
PA30443,متر 50 رولينة حديد,فندر,,85.0,76.0
PA30444,متر 100 رولينة قماش,فندر,,40.0,19.5
PE30884,زمالطو ضد الصدأ1كغ أسود,دهانات المدينة مصراتة,,20.0,13.44
PE30474,شفاط ابيض,ABM,N6,140.0,59.0
PS20513,علاقة مناشف أسود,بريمكس,6100X-60,185.0,78.0
AASB30517,حاملة ورق منظف كلينكس,ليسو,2698,110.0,38.0
AASB30547,رف زاوية كروم,بريمكس,117-2,190.0,114.7
AASB30548,رف زاوية أسود فردي,بريمكس,12-117,190.0,112.25
VS10571,حوض وجه معلق 60سم,ليسو,1197,400.0,220.0
AB10573,خزانة حمام أبيض,سانيتاري ويرز,1527,500.0,300.0
AM0574,حوض وجه مع دولاب حمام -60 سم,سانيتاري ويرز,1527,1000.0,600.0
AM40575,مراية دولاب حمام -60 سم,سانيتاري ويرز,1527,300.0,150.0
VS10577,حوض وجه معلق80 سم,ليسو,900,520.0,340.0
MC10013,مجرى 50 سم *6 سم كروم,فيرونا,SP540,350.0,240.0
AM0692,دولاب حمام مع حوض وجه 60 سم,بن أمور,T305-6040,650.0,430.0
AM40694,مراية دولاب حمام 60 سم,بن أمور,T305-6040,320.0,170.0
ALVM50211,قرجوطة سيفون حوض الوجه 1.1/4*80 سم,فينوس,,10.0,4.75
PLSA0231,"مُطوِّل ""1/2 * 20 كروم",سانيتاري ويرز,,7.0,6.1
EG30257,حوض مطبخ جرانيت أبيض محبب 80*50,سانيبال,فلورا,530.0,350.0
MC10269,مجرى 33 سم *7 سم كروم,فيها,,85.0,53.8
AECU50058,رقبة خلاط حوض مطبخ أسود,فينوس,1500,40.0,28.13
ME10021,خلاط حوض المطبخ شجرة كروم,شيزا,SHORT,290.0,185.0
MT30026,خلاط شطاف مع شطاف كروم,شيزا,ROBIN,210.0,130.0
MT30018,خلاط شطاف كروم مع شطاف,فرامو,SM102SHT/CR,290.0,200.0
ARSB80161,شطاف ظغط دائري مع طوبو رصاصي,سانيتاري ويرز,MSLINO,60.0,35.0
ARSB80165,سماعة دوش مع طوبو كروم,سانيتاري واير,BOSINI SH-05,60.0,25.0
ARSB80182,مخرج شطاف مربع بالعلاقة أسود,سانيتاري ويرز,992,50.0,17.143
MC10048,مجرى 40 سم *10 سم مشبك كروم,فيها,,90.0,55.0
AASB3105,رف زجاجي كروم,فينوس,BA810,130.0,83.0
MC10067,سرفنتينة 15 سم * 15 سم بلاستك,ستار سانيتار,FLORYA,35.0,18.0
MC10073,سرفنتينة 20*20*28 سم مثلث مشبك كروم,تركي,ELT2028,85.0,47.0
ML30075,مرايا حمام مع إضاءة لد 80*60 سم,سانيتاري ويرز,5025,250.0,100.0
AB10076,خزانة حمام أبيض,سانيتاري ويرز,5025,400.0,275.0
AM0077,حوض وجه مع دولاب حمام -80 سم,سانيتاري ويرز,5025,1000.0,590.0
MC10111,سرفنتينة 13 سم * 13 سم كروم,بضائع أوروبية,,80.0,49.0
EL10136,حوض مطبخ ستانلس ستيل 304 60 * 45 سم,أسيل,AS3467,650.0,475.0
ARSB80428,كسكاس دوش دائري 250 مم كروم مع القصبة,مونتانا س.ل,MT-2525R,280.0,175.0
ARSB80326,مصب دوش بدون تحويلة أسود,أنكا,ANKA ANK-1012,120.0,85.0
ARSB80601,مصب دوش مع تحويلة ذهبي,أنكا,ANKA ANK-1010,160.0,100.0
EL10433,حوض مطبخ ستانلس ستيل 76*45 سم أسود,أسيل,AS3456,1000.0,695.0
MA20461,خلاط حوض المطبخ سحاب كروم,ديولو,120-10-54,350.0,220.0
ARSB80463,سماعة دوش كروم,ديولو,31-20-800,70.0,35.0
PS20471,علاقة مناشف زوجية كروم,سانيتاري ويرز,SG-23,50.0,25.0
AASB30473,رف زاوية ثلاثي كروم,سانيتاري ويرز,,120.0,45.0
ARSB80552,سماعة دوش مع طوبو كروم,فينوس,HSS1522,75.0,48.0
ARSB80732,كسكاس دوش مربع 300*300 مم ذهبي,ديولو,,150.0,63.0
ML30740,مرايا حمام مع إضاءة لد-طول 80*60 سم,ديولو,DE 001,150.0,81.0
ALVM50778,سيفون حوض الوجه كروم,فيدار,91-73,140.0,75.0
ML30790,مرايا حمام ضد البخار مع إضاءة لد 60*80 سم,سانيتاري ويرز,4007,170.0,105.0
ML30863,مرايا حمام مع إضاءة لد 60*100 سم عرض,ديولو,DE 019,200.0,105.0
VS10872,حوض وجه معلق -60 سم,تركواز سيراستايل,FRAME,480.0,258.0
ML10899,خلاط حوض وجه كروم,ليسو,321,390.0,265.0
ARSB80909,كسكاس دوش مربع 300*200 مم مع قصبة كروم,ديولو,62-25-500,150.0,79.0
ARSB80910,كسكاس دوش مربع 300*200 مم مع قصبة ذهبي,ديولو,64-8-160,150.0,85.0
ARSB0758,سماعة دوش مع طوبو أسود,بريمكس,SR117X,120.0,68.0
ATWC50761,زر بتريا كروم,غروهي,SG-45,200.0,90.0
ARSB80767,مخرج شطاف كروم,PAINI,51CR133IG,120.0,57.0
ARSB80798,كسكاس دوش مربع سميك 25*25 مم مع قصبة كروم,ليسو,JR031-26SQ,250.0,120.0
LG40861,حوض كواريون كوارتز100سم أبيض,سانيتاري واير,6004,750.0,500.0
EG40862,رف كواريون كوارتز 100سم أبيض,سانيتاري ويرز,6004,500.0,300.0
ARSB80932,شطاف ظغط مربع مع طوبو ذهبي,توريما,1372-03330-028,250.0,145.0
ML30948,مرايا حمام مع إضاءة لد 60*80سم اطار كروم,ليسو,MS-8060,100.0,60.0
ML30949,مرايا حمام مع إضاءة لد 80*60سم طول اطار كروم,ليسو,MS-6080,100.0,60.0
AM0959,دولاب حمام -70 سم,بن أمور,330-70,650.0,300.0
VS10960,حوض وجه معلق -70 سم,سانيتاري واير,330-70,400.0,250.0
AM40961,مراية دولاب حمام 70 سم,بن أمور,330-70,350.0,150.0
ML30983,مرايا حمام مع إضاءة لد-عرض60*90 سم,سانيتاري ويرز,C-2,250.0,115.0
ML30989,مرايا حمام مع إضاءة لد-عرض60*80 سم,ديولو,S80-1,170.0,105.0
ARSB81015,علاقة سماعة دوش كبيرة متحركة كروم,سانيتاري ويرز,,10.0,2.25
ARSB81036,كسكاس دوش دائري 250*250 مم مع قصبة اسود,سانيتاري ويرز,B-24,120.0,65.0
ARSB81054,اكسسوار خلاط دوش مدفون مربع ذهبي,فيدار,FD-8T0015-R,250.0,145.0
ARSB81055,اكسسوار خلاط شطاف مدفون مربع ذهبي,فيدار,FD-8T0018-R,150.0,90.0
ARSB81066,سماعة دوش مع طوبو ذهبي,vip,709G,110.0,68.0
ARSB81067,مصب دوش مع تحويلة ذهبي,vip,VIP-9,180.0,75.0
ARSB81068,كسكاس دوش مربع 300*300 مم كروم,سانيتاري واير,3471,150.0,49.0
VS11069,حوض وجه موطو مع عمود أبيض,ABM,ABM-4006,450.0,295.0
VP20215,حوض وجه فوق الرخام أبيض -50سم,ب.أمور,8278,225.0,130.0
ATWC50245,رجسترو مقعد أرضي مستقيم,سانيتاري ويرز,,10.0,6.5
ARSB80365,سماعة دوش مع طوبو ذهبي,سلارنو,SS-07,75.0,47.0
MC10003,سرفنتينة 15 سم * 15 سم اسود,بيورا,FD-GB,110.0,80.0
ARSB80153,شطاف ظغط دائري مع طوبو كروم,سانيتاري ويرز,NOVARA,70.0,35.0
PD20044,حاجز دوش 8 مم مظلم 120 سم,ليسو,WIC-120A,750.0,495.0
MDE50291,مطول خلاط دوش مدفون,توريما,0383711-093,360.0,225.0
PD20888,حاجز دوش 80* 190 سم8 مم أسود,سانيتاري ويرز,PF-40-12/80,650.0,420.0
PD20917,حاجز دوش 100 * 190 سم 8مم اطار أسود مخطط,سانيتاري ويرز,PF14B,680.0,440.0
ML30751,مرايا حمام مع إضاءة لد-عرض60*80 سم,ديولو,D1,150.0,100.0
AM0826,دولاب حمام مع إضاءة لد-100 سم,سانيتاري ويرز,9928,1050.0,795.0
VS10825,حوض وجه معلق -100 سم,سانيتاري واير,9928,750.0,450.0
ML30824,مرايا حمام مع إضاءة لد 100*70 سم,سانيتاري ويرز,9928,300.0,150.0
ML10038,خلاط حوض وجه مزخرف طويل كروم,سانيتاري واير,,350.0,188.0
ARSB80144,كسكاس دوش مربع 250*250 مم ذهبي,توريما,0150133-T40,1100.0,600.0
WP20157,مقعد أرضي ملحوم موطو أبيض,ب.أمور,SH-8609,600.0,427.0
ATWC50208,رجسترومقعد أرضي 40 سم,ايجا فتريفاي,,40.0,26.5
EL10387,حوض مطبخ ستانلس ستيل 304 75 * 45 سم,أسيل,AS3457,900.0,630.0
ARSB80388,شطاف ظغط مع طوبو كروم,سانيتاري ويرز,418,80.0,35.0
EG40082,رف حوض وجه برسلين 90 سم,سانيتاري ويرز,A05,225.0,145.0
ALVM50023,رأس سيفوني كروم,توريما,1372-007,60.0,33.0
MDE50022,خلاط دوش مدفون كروم,فرامو,NM207CR,390.0,255.0
ML10082,خلاط حوض وجه كروم,جي اف مارك,6-011D,470.0,330.0
ARSB80021,مصب دوش بدون تحويلة كروم,سانيتاري ويرز,,90.0,55.0
ARSB80183,مخرج شطاف ذهبي,سانيتاري ويرز,991,50.0,18.571
ARSB80398,قصبة دوش مربعة 40 سم كروم,سانيتاري ويرز,,35.0,11.0
SA10021,طقم اكسسوار خزف ثلاثي رصاصي,سانيتاري ويرز,ALPER HOME 3,75.0,37.0
ARSB80268,مصب دوش طويل بدون تحويلة كروم,توريما,0327511-T40,390.0,235.0
PLSA0132,وردة كروم,رايمر,SAFRA,6.0,2.95
EL10137,حوض مطبخ ستانلس ستيل 304 70 * 45 سم,أسيل,AS3469,730.0,525.0
CD40656,مسطرة دوش زوجية مع خلاط دجتل رصاصي,بن أمور,68977,750.0,400.0
ARSB80483,مصب دوش بتحويلة كروم,فينوس,RACHEL D1ES,180.0,95.06
MLE40821,خلاط حوض وجه مدفون ذهبي,توريما,EDGE 8E31333-094,1300.0,850.0
WS10818,مقعد معلق كبير بلس سايز ملحوم تورنيدو أبيض,ب.أمور,LT-131E-UQ3,900.0,505.0
AASB30834,سلة قمامة أسود 8 لتر,بن أمور,مجموعة بن عمر,250.0,125.0
ML30842,مرايا حمام مع إضاءة لد80*60 سم,سانيتاري ويرز,9938,200.0,120.0
EG30883,حوض مطبخ جرانيت رصاصي78*50 فردي,ب.أمور,Sousse,880.0,555.0
ML11014,خلاط حوض وجه كروم,توريما,XS 8X30011-093,520.0,365.0
MDE50040,خلاط دوش مدفون كروم,فرامو,SM207CR,400.0,320.0
ARSB80008,سماعة دوش مع طوبو ذهبي,سانيتاري ويرز,,50.0,24.5
ARSB80217,وجه خلاط شطاف مدفون كروم,غروهي,19451002,500.0,360.0
PLSA0287,وردة ذهبي,سانيتاري ويرز,,5.0,2.0
VS10119,حوض وجه معلق -80 سم,تركواز سيراستايل,ANOVA,700.0,494.7
PSB10823,دولاب حمام حوض مع مرايا لد -90 سم,سانيتاري ويرز,6112,1350.0,890.0
ML10504,خلاط حوض وجه كروم,ليسو,OL-BM708,260.0,175.0
AB10743,خزانة حمام أبيض,سانيتاري ويرز,40,430.0,200.0
ML10792,خلاط حوض وجه ذهبي,سانيتاري ويرز,OM-32G,400.0,265.0
AM0843,حوض وجه مع دولاب حمام -60 سم,سانيتاري ويرز,1528,1100.0,780.0
AB10840,خزانة حمام أبيض,سانيتاري ويرز,1528,250.0,150.0
ML30839,مرايا حمام مع إضاءة لد80*60 سم,سانيتاري ويرز,1528,200.0,120.0
EG30880,حوض مطبخ جرانيت رصاصي50*43 فردي,ب.أمور,Tallinn,600.0,405.0
ARSB80099,مصب دوش مع تحويلة ذهبي,بريمكس,J005G,140.0,88.0
EL10243,حوض مطبخ ستانلس ستيل منظومة بيانو 304 75*46 كروم,ليسو,,700.0,465.0
AASB30027,رف ستاينلس ستيل أسود,فينوس,457B,50.0,26.0
ALVM50390,رأس سيفوني رخامي,سانيتاري ويرز,923,75.0,48.0
LG40112,حوض وجه برسلين مشطوف 80 سم,رويال,M006,700.0,400.0
EG40102,رف حوض وجه برسلين 80 سم,رويال,M006,150.0,100.0
MDE50676,خلاط دوش مدفون كروم,توريما,BLOG 8G01011-094,550.0,375.0
ARSB80988,كسكاس دوش دائري 250 مم كروم,توريما,1372-01476-001,250.0,145.0
ARSB80078,شطاف ظغط مربع مع طوبو أسود,ميبت,MAYA,75.0,43.0
MA20006,خلاط حوض المطبخ سحاب كروم,يولي,,330.0,210.0
ARSB80096,مصب دوش بدون تحويلة كروم,فورتميكس,KING M1233,130.0,85.0
